assembly,mag,reference,Ref_name,ANI,Align_fraction_ref,Align_fraction_query,recovered
Hybrid (hybridspades),SemiBin_45_32,MGYG000004052,MGYG000004052_1,99.94,87.12,98.88,True
Hybrid (hybridspades),SemiBin_45_33,MGYG000002362,MGYG000002362_1,99.97,79.7,95.14,True
Hybrid (hybridspades),SemiBin_46_13,MGYG000000773,MGYG000000773_1,99.98,96.91,99.47,True
Hybrid (hybridspades),SemiBin_46_15,MGYG000000743,MGYG000000743_1,99.96,97.55,99.07,True
Hybrid (hybridspades),SemiBin_46_5,MGYG000000146,MGYG000000146_1,99.92,61.68,98.84,True
Hybrid (hybridspades),SemiBin_47,MGYG000002609,MGYG000002609_1,99.97,95.24,99.36,True
Hybrid (hybridspades),SemiBin_47_12,MGYG000000212,MGYG000000212_1,99.98,78.84,98.32,True
Hybrid (hybridspades),SemiBin_47_21,MGYG000004629,MGYG000004629_1,99.98,99.62,97.01,True
Hybrid (hybridspades),SemiBin_47_26,MGYG000003875,MGYG000003875_1,99.92,93.35,96.38,True
Hybrid (hybridspades),SemiBin_47_28,MGYG000000087,MGYG000000087_1,99.96,80.72,98.2,True
Hybrid (hybridspades),SemiBin_47_33,MGYG000001151,MGYG000001151_1,99.98,97.74,99.65,True
Hybrid (hybridspades),SemiBin_47_7,MGYG000002456,MGYG000002456_1,100.0,99.7,100.0,True
Hybrid (hybridspades),SemiBin_48_25,MGYG000002876,MGYG000002876_1,99.97,90.39,98.83,True
Hybrid (hybridspades),SemiBin_48_26,MGYG000001493,MGYG000001493_1,99.92,88.62,98.11,True
Hybrid (hybridspades),SemiBin_48_46,MGYG000001302.1,MGYG000001302.1_1,99.99,96.21,94.76,True
Hybrid (hybridspades),SemiBin_48_9,MGYG000000244,MGYG000000244_1,99.86,97.56,99.98,True
Hybrid (hybridspades),SemiBin_49_1,MGYG000004221,MGYG000004221_1,99.92,95.07,98.52,True
Hybrid (hybridspades),SemiBin_49_36,MGYG000002619,MGYG000002619_1,99.57,77.69,96.01,True
Hybrid (hybridspades),SemiBin_49_42,MGYG000004371,MGYG000004371_1,99.9,97.51,98.72,True
Hybrid (hybridspades),SemiBin_49_6,MGYG000000084,MGYG000000084_1,99.92,80.44,97.63,True
Hybrid (hybridspades),SemiBin_4_11,MGYG000002351,MGYG000002351_1,99.98,71.74,98.2,True
Hybrid (hybridspades),SemiBin_4_24,MGYG000002715,MGYG000002715_1,100.0,99.97,99.61,True
Hybrid (hybridspades),SemiBin_4_41,MGYG000004600,MGYG000004600_1,99.99,86.86,100.0,True
Hybrid (hybridspades),SemiBin_4_43,MGYG000002530,MGYG000002530_1,99.94,96.43,98.48,True
Hybrid (hybridspades),SemiBin_4_5,MGYG000000074,MGYG000000074_1,100.0,100.0,99.7,True
Hybrid (hybridspades),SemiBin_5,MGYG000003891,MGYG000003891_1,99.98,99.57,99.67,True
Hybrid (hybridspades),SemiBin_50_32,MGYG000000254,MGYG000000254_1,99.93,94.95,99.77,True
Hybrid (hybridspades),SemiBin_50_36,MGYG000003686,MGYG000003686_1,99.84,75.98,99.67,True
Hybrid (hybridspades),SemiBin_50_43,MGYG000002517,MGYG000002517_1,99.97,88.36,99.21,True
Hybrid (hybridspades),SemiBin_51_23,MGYG000004165,MGYG000004165_1,99.94,73.48,87.91,True
Hybrid (hybridspades),SemiBin_51_32,MGYG000004897,MGYG000004897_1,99.84,96.34,88.36,True
Hybrid (hybridspades),SemiBin_52_13,MGYG000002097,MGYG000002097_1,99.71,95.81,98.22,True
Hybrid (hybridspades),SemiBin_52_18,MGYG000002784,MGYG000002784_1,99.94,87.8,99.27,True
Hybrid (hybridspades),SemiBin_52_4,MGYG000004723,MGYG000004723_1,99.94,95.49,86.32,True
Hybrid (hybridspades),SemiBin_53_13,MGYG000002580,MGYG000002580_1,99.94,87.25,100.0,True
Hybrid (hybridspades),SemiBin_53_20,MGYG000004019,MGYG000004019_1,99.94,94.6,92.95,True
Hybrid (hybridspades),SemiBin_53_22,MGYG000000668,MGYG000000668_1,99.94,95.48,95.19,True
Hybrid (hybridspades),SemiBin_53_41,MGYG000003684,MGYG000003684_1,99.91,78.83,97.12,True
Hybrid (hybridspades),SemiBin_54_1,MGYG000004317,MGYG000004317_1,99.96,97.29,99.32,True
Hybrid (hybridspades),SemiBin_54_29,MGYG000004345,MGYG000004345_1,99.96,86.32,99.62,True
Hybrid (hybridspades),SemiBin_54_3,MGYG000001306,MGYG000001306_1,99.97,75.45,98.89,True
Hybrid (hybridspades),SemiBin_54_32,MGYG000000041,MGYG000000041_1,99.9,89.26,97.41,True
Hybrid (hybridspades),SemiBin_54_35,MGYG000002238,MGYG000002238_1,99.96,87.89,94.92,True
Hybrid (hybridspades),SemiBin_54_6,MGYG000001367,MGYG000001367_1,99.92,90.63,97.91,True
Hybrid (hybridspades),SemiBin_55_4,MGYG000003695,MGYG000003695_1,99.96,71.08,99.72,True
Hybrid (hybridspades),SemiBin_55_41,MGYG000001310,MGYG000001310_1,99.93,78.47,98.24,True
Hybrid (hybridspades),SemiBin_56_1,MGYG000004388,MGYG000004388_1,99.96,99.44,97.43,True
Hybrid (hybridspades),SemiBin_56_10,MGYG000003949,MGYG000003949_1,99.96,88.93,98.67,True
Hybrid (hybridspades),SemiBin_56_24,MGYG000000159,MGYG000000159_1,99.98,70.38,98.0,True
Hybrid (hybridspades),SemiBin_57_2,MGYG000000877,MGYG000000877_1,99.95,88.3,95.79,True
Hybrid (hybridspades),SemiBin_57_3,MGYG000002538,MGYG000002538_1,99.92,86.31,92.25,True
Hybrid (hybridspades),SemiBin_57_4,MGYG000004593,MGYG000004593_1,99.93,93.57,99.43,True
Hybrid (hybridspades),SemiBin_57_9,MGYG000004658,MGYG000004658_1,99.37,75.83,92.62,True
Hybrid (hybridspades),SemiBin_58_27,MGYG000000358,MGYG000000358_1,99.88,78.45,99.83,True
Hybrid (hybridspades),SemiBin_59_39,MGYG000002424,MGYG000002424_1,99.95,95.25,96.01,True
Hybrid (hybridspades),SemiBin_59_42,MGYG000055572,MGYG000055572_1,98.99,78.5,90.77,True
Hybrid (hybridspades),SemiBin_5_1,MGYG000001021,MGYG000001021_1,99.99,100.0,99.88,True
Hybrid (hybridspades),SemiBin_5_18,MGYG000001164,MGYG000001164_1,99.93,94.39,95.76,True
Hybrid (hybridspades),SemiBin_5_2,MGYG000002348,MGYG000002348_1,99.99,99.93,88.35,True
Hybrid (hybridspades),SemiBin_5_26,MGYG000001711,MGYG000001711_1,99.98,95.74,99.79,True
Hybrid (hybridspades),SemiBin_5_32,MGYG000002831,MGYG000002831_1,99.99,99.97,99.22,True
Hybrid (hybridspades),SemiBin_5_38,MGYG000000654,MGYG000000654_1,99.98,99.7,99.72,True
Hybrid (hybridspades),SemiBin_5_43,MGYG000001059,MGYG000001059_1,99.99,98.89,99.92,True
Hybrid (hybridspades),SemiBin_60_23,MGYG000004194,MGYG000004194_1,99.96,96.87,98.16,True
Hybrid (hybridspades),SemiBin_60_29,MGYG000002412,MGYG000002412_1,99.97,74.0,86.53,True
Hybrid (hybridspades),SemiBin_61_2,MGYG000003004,MGYG000003004_1,99.91,91.34,86.73,True
Hybrid (hybridspades),SemiBin_61_25,MGYG000000077,MGYG000000077_1,99.91,89.99,99.56,True
Hybrid (hybridspades),SemiBin_61_30,MGYG000003311,MGYG000003311_1,99.97,94.71,99.81,True
Hybrid (hybridspades),SemiBin_61_7,MGYG000003278,MGYG000003278_1,99.91,94.53,98.99,True
Hybrid (hybridspades),SemiBin_62_16,MGYG000000217,MGYG000000217_1,99.83,87.77,99.21,True
Hybrid (hybridspades),SemiBin_62_21,MGYG000002272,MGYG000002272_1,99.83,72.82,93.75,True
Hybrid (hybridspades),SemiBin_62_29,MGYG000003087,MGYG000003087_1,99.96,83.22,99.97,True
Hybrid (hybridspades),SemiBin_62_34,MGYG000000035,MGYG000000035_1,99.92,86.2,97.56,True
Hybrid (hybridspades),SemiBin_62_4,MGYG000002321,MGYG000002321_1,99.97,95.77,90.98,True
Hybrid (hybridspades),SemiBin_62_42,MGYG000002882,MGYG000002882_1,99.85,94.75,92.55,True
Hybrid (hybridspades),SemiBin_63_28,MGYG000000280,MGYG000000280_1,99.97,77.62,97.83,True
Hybrid (hybridspades),SemiBin_63_3,MGYG000002874,MGYG000002874_1,99.88,79.6,93.99,True
Hybrid (hybridspades),SemiBin_63_43,MGYG000001380,MGYG000001380_1,99.92,70.1,94.21,True
Hybrid (hybridspades),SemiBin_64_25,MGYG000000653,MGYG000000653_1,99.93,76.49,98.52,True
Hybrid (hybridspades),SemiBin_64_27,MGYG000000575,MGYG000000575_1,99.86,98.4,99.71,True
Hybrid (hybridspades),SemiBin_64_31,MGYG000001938,MGYG000001938_1,99.96,85.88,99.09,True
Hybrid (hybridspades),SemiBin_65_11,MGYG000000142,MGYG000000142_1,99.9,78.58,95.88,True
Hybrid (hybridspades),SemiBin_65_36,MGYG000001337,MGYG000001337_1,99.92,85.22,90.55,True
Hybrid (hybridspades),SemiBin_65_7,MGYG000000425,MGYG000000425_1,99.88,96.47,97.08,True
Hybrid (hybridspades),SemiBin_66_13,MGYG000001429,MGYG000001429_1,99.94,77.68,99.48,True
Hybrid (hybridspades),SemiBin_66_8,MGYG000002625,MGYG000002625_1,99.77,93.13,94.66,True
Hybrid (hybridspades),SemiBin_67_18,MGYG000000136,MGYG000000136_1,99.55,62.68,90.7,True
Hybrid (hybridspades),SemiBin_68_10,MGYG000003335,MGYG000003335_1,99.83,92.07,98.41,True
Hybrid (hybridspades),SemiBin_68_33,MGYG000001072,MGYG000001072_1,99.71,75.72,92.02,True
Hybrid (hybridspades),SemiBin_68_34,MGYG000001456.1,MGYG000001456.1_1,99.97,70.07,97.8,True
Hybrid (hybridspades),SemiBin_69_16,MGYG000000389,MGYG000000389_1,99.97,96.84,92.32,True
Hybrid (hybridspades),SemiBin_69_21,MGYG000000362,MGYG000000362_1,99.96,98.03,99.95,True
Hybrid (hybridspades),SemiBin_69_29,MGYG000002704,MGYG000002704_1,99.75,73.85,91.12,True
Hybrid (hybridspades),SemiBin_69_4,MGYG000001246,MGYG000001246_1,99.94,95.08,97.54,True
Hybrid (hybridspades),SemiBin_69_43,MGYG000000204,MGYG000000204_1,99.87,72.78,98.65,True
Hybrid (hybridspades),SemiBin_6_14,MGYG000000475,MGYG000000475_1,100.0,99.9,99.9,True
Hybrid (hybridspades),SemiBin_6_18,MGYG000000969,MGYG000000969_1,99.99,96.74,100.0,True
Hybrid (hybridspades),SemiBin_6_2,MGYG000002394,MGYG000002394_1,100.0,83.76,99.77,True
Hybrid (hybridspades),SemiBin_6_31,MGYG000001251,MGYG000001251_1,99.98,95.55,97.18,True
Hybrid (hybridspades),SemiBin_6_35,MGYG000001369,MGYG000001369_1,99.97,96.05,96.08,True
Hybrid (hybridspades),SemiBin_6_37,MGYG000000089,MGYG000000089_1,99.95,88.66,100.0,True
Hybrid (hybridspades),SemiBin_6_38,MGYG000004468,MGYG000004468_1,100.0,99.98,99.74,True
Hybrid (hybridspades),SemiBin_6_44,MGYG000001400,MGYG000001400_1,99.97,75.95,100.0,True
Hybrid (hybridspades),SemiBin_6_8,MGYG000004769,MGYG000004769_1,100.0,79.17,88.61,True
Hybrid (hybridspades),SemiBin_70_3,MGYG000003959,MGYG000003959_1,99.97,97.84,97.47,True
Hybrid (hybridspades),SemiBin_70_37,MGYG000000026,MGYG000000026_1,99.92,93.6,99.09,True
Hybrid (hybridspades),SemiBin_70_38,MGYG000004111,MGYG000004111_1,99.95,92.08,96.52,True
Hybrid (hybridspades),SemiBin_71,MGYG000004639,MGYG000004639_1,99.96,80.56,99.64,True
Hybrid (hybridspades),SemiBin_72_15,MGYG000002509,MGYG000002509_1,99.93,84.01,96.57,True
Hybrid (hybridspades),SemiBin_72_36,MGYG000002060,MGYG000002060_1,99.71,87.34,97.16,True
Hybrid (hybridspades),SemiBin_73_1,MGYG000000028,MGYG000000028_1,99.95,87.83,99.35,True
Hybrid (hybridspades),SemiBin_73_4,MGYG000000251,MGYG000000251_1,99.98,72.59,99.09,True
Hybrid (hybridspades),SemiBin_74_30,MGYG000001820,MGYG000001820_1,99.98,93.49,97.81,True
Hybrid (hybridspades),SemiBin_74_33,MGYG000000189,MGYG000000189_1,99.9,79.52,98.35,True
Hybrid (hybridspades),SemiBin_74_5,MGYG000000065,MGYG000000065_1,98.69,79.25,98.05,True
Hybrid (hybridspades),SemiBin_75_25,MGYG000001300,MGYG000001300_1,99.76,72.05,89.9,True
Hybrid (hybridspades),SemiBin_76_8,MGYG000000185,MGYG000000185_1,99.97,72.46,99.62,True
Hybrid (hybridspades),SemiBin_77_13,MGYG000004016,MGYG000004016_1,99.86,82.11,99.25,True
Hybrid (hybridspades),SemiBin_77_14,MGYG000003318,MGYG000003318_1,99.96,98.57,99.59,True
Hybrid (hybridspades),SemiBin_78_29,MGYG000000033,MGYG000000033_1,99.96,89.57,99.95,True
Hybrid (hybridspades),SemiBin_79_2,MGYG000004644,MGYG000004644_1,99.84,79.93,99.75,True
Hybrid (hybridspades),SemiBin_7_17,MGYG000000929,MGYG000000929_1,99.99,99.98,99.97,True
Hybrid (hybridspades),SemiBin_7_18,MGYG000000646,MGYG000000646_1,100.0,93.42,100.0,True
Hybrid (hybridspades),SemiBin_7_19,MGYG000004117,MGYG000004117_1,99.99,99.98,99.98,True
Hybrid (hybridspades),SemiBin_7_25,MGYG000004000,MGYG000004000_1,100.0,100.0,100.0,True
Hybrid (hybridspades),SemiBin_7_38,MGYG000002378,MGYG000002378_1,100.0,100.0,100.0,True
Hybrid (hybridspades),SemiBin_7_40,MGYG000004451,MGYG000004451_1,100.0,100.0,99.54,True
Hybrid (hybridspades),SemiBin_7_44,MGYG000002146,MGYG000002146_1,99.99,73.43,92.63,True
Hybrid (hybridspades),SemiBin_7_48,MGYG000003682,MGYG000003682_1,99.99,79.0,100.0,True
Hybrid (hybridspades),SemiBin_7_49,MGYG000004533,MGYG000004533_1,99.99,99.83,99.82,True
Hybrid (hybridspades),SemiBin_80,MGYG000000092,MGYG000000092_1,99.93,68.99,94.94,True
Hybrid (hybridspades),SemiBin_80_10,MGYG000003288,MGYG000003288_1,99.93,98.86,99.78,True
Hybrid (hybridspades),SemiBin_81_10,MGYG000000359,MGYG000000359_1,99.88,87.27,80.51,True
Hybrid (hybridspades),SemiBin_82,MGYG000004474,MGYG000004474_1,99.94,88.18,99.4,True
Hybrid (hybridspades),SemiBin_82_10,MGYG000002438,MGYG000002438_1,99.93,88.42,99.85,True
Hybrid (hybridspades),SemiBin_82_12,MGYG000002689,MGYG000002689_1,99.94,82.8,98.19,True
Hybrid (hybridspades),SemiBin_82_31,MGYG000001397,MGYG000001397_1,99.91,62.93,98.85,True
Hybrid (hybridspades),SemiBin_82_6,MGYG000000177,MGYG000000177_1,99.9,73.25,99.36,True
Hybrid (hybridspades),SemiBin_84_8,MGYG000001577,MGYG000001577_1,99.92,97.48,94.23,True
Hybrid (hybridspades),SemiBin_85_13,MGYG000000562,MGYG000000562_1,99.94,88.22,98.74,True
Hybrid (hybridspades),SemiBin_85_21,MGYG000000297,MGYG000000297_1,99.48,80.51,97.67,True
Hybrid (hybridspades),SemiBin_85_25,MGYG000000250,MGYG000000250_1,99.96,82.91,99.48,True
Hybrid (hybridspades),SemiBin_85_28,MGYG000004137,MGYG000004137_1,99.96,89.04,96.33,True
Hybrid (hybridspades),SemiBin_86_32,MGYG000001561,MGYG000001561_1,99.75,84.76,98.74,True
Hybrid (hybridspades),SemiBin_87_15,MGYG000002612,MGYG000002612_1,99.96,76.87,95.24,True
Hybrid (hybridspades),SemiBin_87_24,MGYG000002279,MGYG000002279_1,99.94,78.93,98.72,True
Hybrid (hybridspades),SemiBin_88_9,MGYG000001294,MGYG000001294_1,99.83,84.49,98.79,True
Hybrid (hybridspades),SemiBin_89_11,MGYG000002295,MGYG000002295_1,99.9,72.99,98.53,True
Hybrid (hybridspades),SemiBin_89_16,MGYG000000141,MGYG000000141_1,99.88,64.72,96.72,True
Hybrid (hybridspades),SemiBin_89_24,MGYG000002274,MGYG000002274_1,99.8,75.38,89.32,True
Hybrid (hybridspades),SemiBin_8_18,MGYG000002185,MGYG000002185_1,99.97,99.79,99.78,True
Hybrid (hybridspades),SemiBin_8_30,MGYG000001694,MGYG000001694_1,99.99,99.36,100.0,True
Hybrid (hybridspades),SemiBin_8_33,MGYG000001174,MGYG000001174_1,99.98,94.95,99.99,True
Hybrid (hybridspades),SemiBin_8_41,MGYG000004196,MGYG000004196_1,99.99,99.6,98.96,True
Hybrid (hybridspades),SemiBin_8_49,MGYG000002284,MGYG000002284_1,99.99,99.71,98.66,True
Hybrid (hybridspades),SemiBin_90_13,MGYG000001321,MGYG000001321_1,99.76,84.21,97.24,True
Hybrid (hybridspades),SemiBin_90_15,MGYG000001655,MGYG000001655_1,99.69,90.64,86.82,True
Hybrid (hybridspades),SemiBin_90_19,MGYG000003450,MGYG000003450_1,99.92,96.95,98.69,True
Hybrid (hybridspades),SemiBin_90_28,MGYG000000153,MGYG000000153_1,99.91,69.79,98.29,True
Hybrid (hybridspades),SemiBin_90_5,MGYG000004136,MGYG000004136_1,99.77,90.8,98.04,True
Hybrid (hybridspades),SemiBin_91_12,MGYG000000259,MGYG000000259_1,99.72,60.53,96.61,True
Hybrid (hybridspades),SemiBin_91_17,MGYG000002289,MGYG000002289_1,99.9,78.92,98.12,True
Hybrid (hybridspades),SemiBin_91_21,MGYG000004130,MGYG000004130_1,99.92,90.62,95.95,True
Hybrid (hybridspades),SemiBin_91_29,MGYG000000140,MGYG000000140_1,99.96,74.37,99.26,True
Hybrid (hybridspades),SemiBin_91_30,MGYG000000525,MGYG000000525_1,99.92,98.82,95.87,True
Hybrid (hybridspades),SemiBin_93_15,MGYG000001162,MGYG000001162_1,99.82,80.85,99.06,True
Hybrid (hybridspades),SemiBin_93_3,MGYG000001115,MGYG000001115_1,99.93,95.14,93.72,True
Hybrid (hybridspades),SemiBin_93_34,MGYG000000171,MGYG000000171_1,99.74,56.48,86.3,True
Hybrid (hybridspades),SemiBin_93_9,MGYG000003961,MGYG000003961_1,99.85,84.33,95.85,True
Hybrid (hybridspades),SemiBin_94_2,MGYG000001023,MGYG000001023_1,99.71,95.89,99.24,True
Hybrid (hybridspades),SemiBin_94_23,MGYG000000044,MGYG000000044_1,99.92,85.8,98.75,True
Hybrid (hybridspades),SemiBin_94_27,MGYG000002287,MGYG000002287_1,99.91,64.8,96.02,True
Hybrid (hybridspades),SemiBin_94_6,MGYG000001838,MGYG000001838_1,99.86,85.11,98.13,True
Hybrid (hybridspades),SemiBin_95_10,MGYG000000549,MGYG000000549_1,99.87,93.84,98.7,True
Hybrid (hybridspades),SemiBin_95_12,MGYG000001157,MGYG000001157_1,99.87,91.45,93.68,True
Hybrid (hybridspades),SemiBin_95_6,MGYG000001649,MGYG000001649_1,99.56,91.11,97.84,True
Hybrid (hybridspades),SemiBin_96_17,MGYG000003921,MGYG000003921_1,99.86,85.14,92.51,True
Hybrid (hybridspades),SemiBin_96_8,MGYG000000980,MGYG000000980_1,99.93,73.92,96.52,True
Hybrid (hybridspades),SemiBin_97_4,MGYG000002135,MGYG000002135_1,99.93,87.81,91.61,True
Hybrid (hybridspades),SemiBin_97_8,MGYG000000431,MGYG000000431_1,99.9,70.18,45.45,True
Hybrid (hybridspades),SemiBin_98_12,MGYG000002563,MGYG000002563_1,99.77,79.23,88.03,True
Hybrid (hybridspades),SemiBin_98_20,MGYG000004207,MGYG000004207_1,99.96,89.12,98.73,True
Hybrid (hybridspades),SemiBin_98_27,MGYG000004789,MGYG000004789_1,99.65,92.91,97.12,True
Hybrid (hybridspades),SemiBin_99_16,MGYG000002805,MGYG000002805_1,99.75,82.65,98.34,True
Hybrid (hybridspades),SemiBin_99_20,MGYG000002376,MGYG000002376_1,99.79,74.72,97.67,True
Hybrid (hybridspades),SemiBin_9_1,MGYG000003958,MGYG000003958_1,99.98,89.57,100.0,True
Hybrid (hybridspades),SemiBin_9_12,MGYG000000003,MGYG000000003_1,99.92,76.3,98.86,True
Hybrid (hybridspades),SemiBin_9_13,MGYG000003844,MGYG000003844_1,99.97,94.47,99.99,True
Hybrid (hybridspades),SemiBin_9_23,MGYG000000018,MGYG000000018_1,99.97,76.48,99.71,True
Hybrid (hybridspades),SemiBin_9_32,MGYG000002057,MGYG000002057_1,99.97,97.84,99.59,True
Hybrid (hybridspades),SemiBin_9_40,MGYG000001391,MGYG000001391_1,99.97,86.14,99.79,True
Hybrid (hybridspades),,MGYG000000001,,0.0,,,False
Hybrid (hybridspades),,MGYG000000004,,0.0,,,False
Hybrid (hybridspades),,MGYG000000008,,0.0,,,False
Hybrid (hybridspades),,MGYG000000015,,0.0,,,False
Hybrid (hybridspades),,MGYG000000016,,0.0,,,False
Hybrid (hybridspades),,MGYG000000020,,0.0,,,False
Hybrid (hybridspades),,MGYG000000024,,0.0,,,False
Hybrid (hybridspades),,MGYG000000027,,0.0,,,False
Hybrid (hybridspades),,MGYG000000029,,0.0,,,False
Hybrid (hybridspades),,MGYG000000031,,0.0,,,False
Hybrid (hybridspades),,MGYG000000032,,0.0,,,False
Hybrid (hybridspades),,MGYG000000034,,0.0,,,False
Hybrid (hybridspades),,MGYG000000036,,0.0,,,False
Hybrid (hybridspades),,MGYG000000037,,0.0,,,False
Hybrid (hybridspades),,MGYG000000040,,0.0,,,False
Hybrid (hybridspades),,MGYG000000046,,0.0,,,False
Hybrid (hybridspades),,MGYG000000047,,0.0,,,False
Hybrid (hybridspades),,MGYG000000050,,0.0,,,False
Hybrid (hybridspades),,MGYG000000051,,0.0,,,False
Hybrid (hybridspades),,MGYG000000059,,0.0,,,False
Hybrid (hybridspades),,MGYG000000062,,0.0,,,False
Hybrid (hybridspades),,MGYG000000066,,0.0,,,False
Hybrid (hybridspades),,MGYG000000067,,0.0,,,False
Hybrid (hybridspades),,MGYG000000070,,0.0,,,False
Hybrid (hybridspades),,MGYG000000071,,0.0,,,False
Hybrid (hybridspades),,MGYG000000073,,0.0,,,False
Hybrid (hybridspades),,MGYG000000080,,0.0,,,False
Hybrid (hybridspades),,MGYG000000086,,0.0,,,False
Hybrid (hybridspades),,MGYG000000088,,0.0,,,False
Hybrid (hybridspades),,MGYG000000090,,0.0,,,False
Hybrid (hybridspades),,MGYG000000093,,0.0,,,False
Hybrid (hybridspades),,MGYG000000095,,0.0,,,False
Hybrid (hybridspades),,MGYG000000096,,0.0,,,False
Hybrid (hybridspades),,MGYG000000103,,0.0,,,False
Hybrid (hybridspades),,MGYG000000107,,0.0,,,False
Hybrid (hybridspades),,MGYG000000108,,0.0,,,False
Hybrid (hybridspades),,MGYG000000112,,0.0,,,False
Hybrid (hybridspades),,MGYG000000114,,0.0,,,False
Hybrid (hybridspades),,MGYG000000119,,0.0,,,False
Hybrid (hybridspades),,MGYG000000120,,0.0,,,False
Hybrid (hybridspades),,MGYG000000121,,0.0,,,False
Hybrid (hybridspades),,MGYG000000123,,0.0,,,False
Hybrid (hybridspades),,MGYG000000126,,0.0,,,False
Hybrid (hybridspades),,MGYG000000129,,0.0,,,False
Hybrid (hybridspades),,MGYG000000130,,0.0,,,False
Hybrid (hybridspades),,MGYG000000131,,0.0,,,False
Hybrid (hybridspades),,MGYG000000135,,0.0,,,False
Hybrid (hybridspades),,MGYG000000137,,0.0,,,False
Hybrid (hybridspades),,MGYG000000138,,0.0,,,False
Hybrid (hybridspades),,MGYG000000143,,0.0,,,False
Hybrid (hybridspades),,MGYG000000149,,0.0,,,False
Hybrid (hybridspades),,MGYG000000151,,0.0,,,False
Hybrid (hybridspades),,MGYG000000157,,0.0,,,False
Hybrid (hybridspades),,MGYG000000160,,0.0,,,False
Hybrid (hybridspades),,MGYG000000161,,0.0,,,False
Hybrid (hybridspades),,MGYG000000162,,0.0,,,False
Hybrid (hybridspades),,MGYG000000164,,0.0,,,False
Hybrid (hybridspades),,MGYG000000168,,0.0,,,False
Hybrid (hybridspades),,MGYG000000170,,0.0,,,False
Hybrid (hybridspades),,MGYG000000172,,0.0,,,False
Hybrid (hybridspades),,MGYG000000173,,0.0,,,False
Hybrid (hybridspades),,MGYG000000174,,0.0,,,False
Hybrid (hybridspades),,MGYG000000175,,0.0,,,False
Hybrid (hybridspades),,MGYG000000178,,0.0,,,False
Hybrid (hybridspades),,MGYG000000181,,0.0,,,False
Hybrid (hybridspades),,MGYG000000184,,0.0,,,False
Hybrid (hybridspades),,MGYG000000186,,0.0,,,False
Hybrid (hybridspades),,MGYG000000194,,0.0,,,False
Hybrid (hybridspades),,MGYG000000196,,0.0,,,False
Hybrid (hybridspades),,MGYG000000198,,0.0,,,False
Hybrid (hybridspades),,MGYG000000202,,0.0,,,False
Hybrid (hybridspades),,MGYG000000213,,0.0,,,False
Hybrid (hybridspades),,MGYG000000219,,0.0,,,False
Hybrid (hybridspades),,MGYG000000220,,0.0,,,False
Hybrid (hybridspades),,MGYG000000221,,0.0,,,False
Hybrid (hybridspades),,MGYG000000224,,0.0,,,False
Hybrid (hybridspades),,MGYG000000229,,0.0,,,False
Hybrid (hybridspades),,MGYG000000230,,0.0,,,False
Hybrid (hybridspades),,MGYG000000236,,0.0,,,False
Hybrid (hybridspades),,MGYG000000255,,0.0,,,False
Hybrid (hybridspades),,MGYG000000256,,0.0,,,False
Hybrid (hybridspades),,MGYG000000265,,0.0,,,False
Hybrid (hybridspades),,MGYG000000267,,0.0,,,False
Hybrid (hybridspades),,MGYG000000269,,0.0,,,False
Hybrid (hybridspades),,MGYG000000274,,0.0,,,False
Hybrid (hybridspades),,MGYG000000281,,0.0,,,False
Hybrid (hybridspades),,MGYG000000285,,0.0,,,False
Hybrid (hybridspades),,MGYG000000307,,0.0,,,False
Hybrid (hybridspades),,MGYG000000312,,0.0,,,False
Hybrid (hybridspades),,MGYG000000318,,0.0,,,False
Hybrid (hybridspades),,MGYG000000322,,0.0,,,False
Hybrid (hybridspades),,MGYG000000330,,0.0,,,False
Hybrid (hybridspades),,MGYG000000332,,0.0,,,False
Hybrid (hybridspades),,MGYG000000339,,0.0,,,False
Hybrid (hybridspades),,MGYG000000344,,0.0,,,False
Hybrid (hybridspades),,MGYG000000345,,0.0,,,False
Hybrid (hybridspades),,MGYG000000365,,0.0,,,False
Hybrid (hybridspades),,MGYG000000366,,0.0,,,False
Hybrid (hybridspades),,MGYG000000367,,0.0,,,False
Hybrid (hybridspades),,MGYG000000369,,0.0,,,False
Hybrid (hybridspades),,MGYG000000371,,0.0,,,False
Hybrid (hybridspades),,MGYG000000372,,0.0,,,False
Hybrid (hybridspades),,MGYG000000373,,0.0,,,False
Hybrid (hybridspades),,MGYG000000377,,0.0,,,False
Hybrid (hybridspades),,MGYG000000378,,0.0,,,False
Hybrid (hybridspades),,MGYG000000380,,0.0,,,False
Hybrid (hybridspades),,MGYG000000386,,0.0,,,False
