sample,assembly,Name,Completeness,Contamination,Coding_Density,Contig_N50,Average_Gene_Length,Genome_Size,GC_Content,Total_Contigs,Max_Contig_Length
SAMEA2466887,LR (metaflye),SemiBin_57.fa,29.0,0.5,0.914,212375,292.3694117647059,406781,0.25,2,212375
SAMEA2466887,LR (metaflye),SemiBin_58.fa,18.12,0.01,0.884,92723,254.741134751773,242918,0.26,4,102536
SAMEA2466887,LR (metaflye),SemiBin_59.fa,17.58,0.17,0.868,150225,301.6869158878505,445175,0.26,3,160525
SAMEA2466887,LR (metaflye),SemiBin_6.fa,89.68,0.28,0.925,179014,332.0131024801123,2298073,0.42,18,330339
SAMEA2466887,LR (metaflye),SemiBin_60.fa,17.95,0.08,0.895,27783,282.6574074074074,306501,0.24,11,37405
SAMEA2466887,LR (metaflye),SemiBin_61.fa,28.83,0.01,0.885,359310,315.6369047619048,359310,0.27,1,359310
SAMEA2466887,LR (metaflye),SemiBin_62.fa,19.42,0.02,0.864,284588,335.1599147121535,544276,0.42,2,284588
SAMEA2466887,LR (metaflye),SemiBin_63.fa,28.44,0.23,0.815,88991,218.1063492063492,503251,0.29,6,102586
SAMEA2466887,LR (metaflye),SemiBin_64.fa,12.02,0.0,0.855,47676,303.8805309734513,240693,0.3,5,57392
SAMEA2466887,LR (metaflye),SemiBin_65.fa,14.33,0.08,0.893,474747,311.863436123348,474747,0.43,1,474747
SAMEA2466887,LR (metaflye),SemiBin_66.fa,14.06,0.0,0.881,201307,297.5929648241206,201307,0.28,1,201307
SAMEA2466887,LR (metaflye),SemiBin_67.fa,8.76,0.17,0.769,20963,233.3221757322176,216473,0.58,11,25054
SAMEA2466887,LR (metaflye),SemiBin_68.fa,14.22,0.38,0.852,23342,267.0871369294606,226297,0.27,9,48683
SAMEA2466887,LR (metaflye),SemiBin_69.fa,10.44,0.01,0.847,83346,274.9314516129032,240741,0.29,3,88387
SAMEA2466887,LR (metaflye),SemiBin_7.fa,79.68,0.02,0.882,1572056,315.7303754266212,1572056,0.41,1,1572056
SAMEA2466887,LR (metaflye),SemiBin_70.fa,9.2,0.0,0.885,30872,359.4913793103448,281989,0.43,9,45186
SAMEA2466887,LR (metaflye),SemiBin_71.fa,20.23,0.08,0.909,309840,302.8392282958199,309840,0.29,1,309840
SAMEA2466887,LR (metaflye),SemiBin_72.fa,9.67,0.07,0.861,70954,269.5620567375886,527373,0.43,9,113136
SAMEA2466887,LR (metaflye),SemiBin_73.fa,12.26,0.0,0.862,75311,280.0,223092,0.41,3,79279
SAMEA2466887,LR (metaflye),SemiBin_74.fa,15.89,0.07,0.806,75496,194.3351063829787,539517,0.42,10,106174
SAMEA2466887,LR (metaflye),SemiBin_75.fa,21.38,0.08,0.834,53379,234.2206494587844,1005690,0.41,25,87610
SAMEA2466887,LR (metaflye),SemiBin_76.fa,23.79,3.96,0.707,301425,133.5982042648709,992456,0.34,4,334364
SAMEA2466887,LR (metaflye),SemiBin_77.fa,10.51,0.52,0.885,32690,318.6614349775785,480587,0.42,19,73090
SAMEA2466887,LR (metaflye),SemiBin_78.fa,10.83,0.49,0.823,20709,268.934693877551,239406,0.26,12,24745
SAMEA2466887,LR (metaflye),SemiBin_79.fa,10.45,0.03,0.853,16138,259.5645161290323,282054,0.48,16,41643
SAMEA2466887,LR (metaflye),SemiBin_8.fa,79.55,0.5,0.879,124905,278.6415478615071,1394477,0.54,14,166178
SAMEA2466887,LR (metaflye),SemiBin_80.fa,11.4,0.1,0.764,105785,147.5971223021583,317577,0.25,3,130203
SAMEA2466887,LR (metaflye),SemiBin_81.fa,12.67,0.09,0.825,484390,217.5672609400324,484390,0.43,1,484390
SAMEA2466887,LR (metaflye),SemiBin_82.fa,11.83,0.17,0.741,27640,161.5510204081633,539805,0.28,19,220322
SAMEA2466887,LR (metaflye),SemiBin_83.fa,13.98,0.27,0.831,74754,193.4940828402367,234705,0.27,3,91327
SAMEA2466887,LR (metaflye),SemiBin_84.fa,7.55,0.08,0.828,78400,224.7877237851662,316471,0.42,6,104819
SAMEA2466887,LR (metaflye),SemiBin_85.fa,12.63,0.0,0.831,132968,249.9358669833729,377253,0.46,3,163462
SAMEA2466887,LR (metaflye),SemiBin_86.fa,14.69,0.05,0.858,83515,257.1745098039216,456494,0.42,6,86525
SAMEA2466887,LR (metaflye),SemiBin_87.fa,21.77,0.0,0.864,37778,283.0,500859,0.46,16,57106
SAMEA2466887,LR (metaflye),SemiBin_88.fa,14.42,1.81,0.839,27165,267.2563176895307,527337,0.37,20,73625
SAMEA2466887,LR (metaflye),SemiBin_89.fa,13.67,0.01,0.898,36679,330.336231884058,379677,0.49,10,74624
SAMEA2466887,LR (metaflye),SemiBin_9.fa,87.09,6.51,0.834,28667,318.865011900714,3367546,0.45,151,92722
SAMEA2466887,LR (metaflye),SemiBin_90.fa,13.4,0.02,0.899,38490,280.662037037037,202139,0.27,6,47925
SAMEA2466887,LR (metaflye),SemiBin_91.fa,16.76,0.23,0.899,202133,265.6026200873362,202133,0.27,1,202133
SAMEA2466887,LR (metaflye),SemiBin_92.fa,8.5,0.0,0.882,72974,286.5446428571428,217815,0.3,3,82432
SAMEA2466887,LR (metaflye),SemiBin_93.fa,14.15,0.0,0.801,20598,197.3412408759124,402491,0.6,21,40601
SAMEA2466887,LR (metaflye),SemiBin_94.fa,8.94,0.03,0.82,72383,270.470802919708,270013,0.5,8,75806
SAMEA2466887,LR (metaflye),SemiBin_95.fa,48.31,17.04,0.851,48570,235.0238970588236,897450,0.27,18,87078
SAMEA2466887,LR (metaflye),SemiBin_96.fa,42.19,9.9,0.885,76973,242.3067552602436,738982,0.28,12,94924
SAMEA2466887,LR (metaflye),SemiBin_97.fa,79.4,22.2,0.85,23025,249.2673267326733,1329676,0.27,65,60161
SAMEA2466887,LR (metaflye),SemiBin_98.fa,16.46,5.78,0.805,27942,216.7639553429027,503575,0.28,18,95177
SAMEA2466887,LR (metaflye),SemiBin_99.fa,47.83,19.14,0.895,30357,278.6426043878273,1316404,0.27,47,64765
SAMEA2466887,SR (megahit),SemiBin_0.fa,39.74,0.1,0.865,4077,262.983676975945,1059729,0.45,263,19827
SAMEA2466887,SR (megahit),SemiBin_1.fa,27.12,0.5,0.876,3442,257.9559585492228,681368,0.58,193,8953
SAMEA2466887,SR (megahit),SemiBin_10.fa,32.32,0.59,0.911,3624,264.2804746494067,805081,0.44,218,9533
SAMEA2466887,SR (megahit),SemiBin_100.fa,19.42,0.02,0.891,3481,271.8552412645591,549037,0.42,151,9587
SAMEA2466887,SR (megahit),SemiBin_102.fa,98.69,11.37,0.879,193803,332.5212851405623,2822049,0.41,23,408678
SAMEA2466887,SR (megahit),SemiBin_103.fa,98.73,2.27,0.883,88990,318.5059337913804,3457544,0.41,73,195367
SAMEA2466887,SR (megahit),SemiBin_104.fa,99.96,0.65,0.881,280117,322.433521004764,2529834,0.53,19,496345
SAMEA2466887,SR (megahit),SemiBin_105.fa,18.82,0.0,0.91,3278,281.1633466135458,464103,0.46,140,6252
SAMEA2466887,SR (megahit),SemiBin_108.fa,82.74,0.5,0.906,26311,313.061049011178,2406460,0.44,132,112681
SAMEA2466887,SR (megahit),SemiBin_109.fa,90.05,0.12,0.903,83294,290.0532168387609,1210095,0.29,27,254811
SAMEA2466887,SR (megahit),SemiBin_110.fa,69.77,0.94,0.9,609060,291.9913867355728,1127331,0.26,15,609060
SAMEA2466887,SR (megahit),SemiBin_111.fa,92.12,0.59,0.915,180615,299.7771535580524,1046980,0.3,11,285453
SAMEA2466887,SR (megahit),SemiBin_112.fa,93.33,8.37,0.903,69994,285.9412244897959,1161047,0.28,25,131932
SAMEA2466887,SR (megahit),SemiBin_115.fa,91.08,0.16,0.846,305162,337.6798433048433,3354786,0.44,19,467291
SAMEA2466887,SR (megahit),SemiBin_117.fa,14.58,0.0,0.88,3136,259.9647058823529,300713,0.52,93,6036
SAMEA2466887,SR (megahit),SemiBin_118.fa,95.05,0.8,0.878,80845,333.5990356083086,3067219,0.58,65,242234
SAMEA2466887,SR (megahit),SemiBin_12.fa,18.4,0.0,0.895,3285,283.3437990580848,603764,0.44,179,7658
SAMEA2466887,SR (megahit),SemiBin_124.fa,7.81,0.01,0.857,19341,275.8362989323844,270981,0.42,21,45327
SAMEA2466887,SR (megahit),SemiBin_126.fa,5.5,0.0,0.86,56864,253.0818505338079,247097,0.37,10,96404
SAMEA2466887,SR (megahit),SemiBin_127.fa,20.74,0.0,0.863,3107,226.2377622377622,336702,0.4,103,6542
SAMEA2466887,SR (megahit),SemiBin_128.fa,29.43,0.19,0.916,4212,287.8479318734793,773482,0.44,189,11763
SAMEA2466887,SR (megahit),SemiBin_13.fa,59.29,1.32,0.893,8887,294.2833435771358,1604681,0.41,209,24757
SAMEA2466887,SR (megahit),SemiBin_130.fa,99.9,0.37,0.902,106710,365.2065659500291,4178742,0.43,64,286060
SAMEA2466887,SR (megahit),SemiBin_131.fa,67.28,19.44,0.907,375428,325.6753875968992,2219697,0.43,13,895691
SAMEA2466887,SR (megahit),SemiBin_132.fa,88.88,1.66,0.894,80411,284.9370146678171,1105615,0.28,20,131125
SAMEA2466887,SR (megahit),SemiBin_137.fa,86.2,6.18,0.903,82428,307.4792727272727,1402510,0.28,22,263585
SAMEA2466887,SR (megahit),SemiBin_138.fa,60.28,2.57,0.864,116565,291.7490071485305,1272735,0.27,14,241702
SAMEA2466887,SR (megahit),SemiBin_139.fa,96.39,2.0,0.882,189462,302.3444444444444,1386223,0.26,16,271301
SAMEA2466887,SR (megahit),SemiBin_14.fa,27.27,0.02,0.889,3479,268.4914772727273,636249,0.5,184,6237
SAMEA2466887,SR (megahit),SemiBin_143.fa,5.64,0.0,0.944,7358,409.3586956521739,239337,0.47,37,16175
SAMEA2466887,SR (megahit),SemiBin_144.fa,93.78,0.97,0.897,322341,362.3700845277472,3292344,0.43,14,515827
SAMEA2466887,SR (megahit),SemiBin_147.fa,93.23,0.0,0.907,88174,287.2778716216216,1122350,0.26,24,286209
SAMEA2466887,SR (megahit),SemiBin_15.fa,9.25,0.44,0.896,12712,291.436507936508,490246,0.41,60,39614
SAMEA2466887,SR (megahit),SemiBin_152.fa,16.09,0.06,0.912,459794,347.4204793028322,523819,0.37,6,459794
SAMEA2466887,SR (megahit),SemiBin_156.fa,100.0,0.22,0.885,495809,351.8234774933804,2699309,0.55,16,691111
SAMEA2466887,SR (megahit),SemiBin_16.fa,28.4,4.28,0.865,6823,251.5480198019802,1756749,0.38,299,56327
SAMEA2466887,SR (megahit),SemiBin_164.fa,89.71,3.97,0.904,73493,283.8065159574468,1413880,0.25,40,275399
SAMEA2466887,SR (megahit),SemiBin_17.fa,36.88,0.53,0.915,4367,268.5404742436631,1074692,0.42,266,9874
SAMEA2466887,SR (megahit),SemiBin_171.fa,9.64,0.0,0.882,132404,304.3164556962025,244531,0.42,5,132404
SAMEA2466887,SR (megahit),SemiBin_172.fa,91.43,1.8,0.91,390120,299.7319665907365,1297226,0.25,7,486185
SAMEA2466887,SR (megahit),SemiBin_173.fa,95.89,0.36,0.915,543004,338.3199167244969,1595910,0.29,6,720085
SAMEA2466887,SR (megahit),SemiBin_18.fa,87.28,0.55,0.878,9718,290.2149285336156,1871831,0.39,246,28838
SAMEA2466887,SR (megahit),SemiBin_180.fa,99.99,0.72,0.866,164513,317.7937799043062,2297806,0.54,28,355697
SAMEA2466887,SR (megahit),SemiBin_181.fa,44.5,4.81,0.873,189554,281.4229137199434,682525,0.27,9,271202
SAMEA2466887,SR (megahit),SemiBin_19.fa,9.05,0.0,0.919,3081,263.536023054755,297650,0.46,94,6443
SAMEA2466887,SR (megahit),SemiBin_193.fa,100.0,3.33,0.88,266636,320.7791348600509,2145912,0.41,13,647641
SAMEA2466887,SR (megahit),SemiBin_195.fa,71.48,1.26,0.88,89922,289.0393442622951,900702,0.27,16,154982
SAMEA2466887,SR (megahit),SemiBin_196.fa,93.82,6.97,0.907,133141,296.7520415738679,1318570,0.27,15,341425
SAMEA2466887,SR (megahit),SemiBin_2.fa,16.63,5.53,0.901,7049,300.3828470380195,1128471,0.36,174,39706
SAMEA2466887,SR (megahit),SemiBin_20.fa,38.61,0.28,0.906,4281,312.8852568378919,1550585,0.47,373,11931
SAMEA2466887,SR (megahit),SemiBin_201.fa,81.7,0.05,0.892,123000,338.6,2638897,0.44,34,261923
SAMEA2466887,SR (megahit),SemiBin_205.fa,99.85,0.07,0.901,187017,307.8910950661853,1701212,0.31,10,465395
SAMEA2466887,SR (megahit),SemiBin_210.fa,97.94,0.04,0.893,315715,333.0055055055055,2232419,0.55,11,717814
SAMEA2466887,SR (megahit),SemiBin_22.fa,85.23,1.53,0.925,226781,332.7479253112033,2076449,0.42,19,339463
SAMEA2466887,SR (megahit),SemiBin_229.fa,58.42,0.81,0.903,185412,325.42965204236,1426163,0.36,11,337654
SAMEA2466887,SR (megahit),SemiBin_23.fa,24.09,0.27,0.899,3439,270.7004219409283,641092,0.49,185,7056
SAMEA2466887,SR (megahit),SemiBin_24.fa,95.37,2.21,0.867,13160,308.4654950707244,2487652,0.49,237,45912
SAMEA2466887,SR (megahit),SemiBin_246.fa,99.99,0.0,0.895,382230,363.3343079922028,2494356,0.45,8,691073
SAMEA2466887,SR (megahit),SemiBin_25.fa,76.86,2.87,0.909,10489,348.4776441566451,3727083,0.41,427,35094
SAMEA2466887,SR (megahit),SemiBin_259.fa,99.93,0.08,0.906,1360940,331.9859943977591,1958772,0.54,5,1360940
SAMEA2466887,SR (megahit),SemiBin_26.fa,85.0,2.39,0.898,22293,318.1009290540541,2513229,0.42,161,72385
SAMEA2466887,SR (megahit),SemiBin_27.fa,12.75,0.72,0.888,8689,253.9365079365079,1023787,0.5,153,32333
SAMEA2466887,SR (megahit),SemiBin_28.fa,86.02,1.78,0.893,15786,322.7301310043668,2478617,0.49,214,43266
SAMEA2466887,SR (megahit),SemiBin_282.fa,89.3,0.39,0.912,97910,290.4008138351984,937249,0.24,18,145833
SAMEA2466887,SR (megahit),SemiBin_29.fa,84.62,2.23,0.887,47389,294.0098730606488,1407335,0.27,47,144654
SAMEA2466887,SR (megahit),SemiBin_294.fa,25.45,0.24,0.869,88985,274.5696594427245,305614,0.27,4,132715
SAMEA2466887,SR (megahit),SemiBin_3.fa,79.8,4.54,0.902,17876,320.3022101939558,2357748,0.45,183,55335
SAMEA2466887,SR (megahit),SemiBin_30.fa,100.0,4.66,0.864,131286,299.366644606221,1569357,0.3,21,210956
SAMEA2466887,SR (megahit),SemiBin_31.fa,82.43,13.91,0.89,9088,299.0581818181818,2215372,0.42,305,42274
SAMEA2466887,SR (megahit),SemiBin_314.fa,93.75,0.3,0.907,244098,324.3654211526282,1690035,0.3,15,362914
SAMEA2466887,SR (megahit),SemiBin_33.fa,83.35,0.48,0.868,6971,273.196992481203,1880325,0.6,309,23442
SAMEA2466887,SR (megahit),SemiBin_332.fa,11.52,0.0,0.871,330921,353.3382352941176,330921,0.37,1,330921
SAMEA2466887,SR (megahit),SemiBin_34.fa,59.75,2.58,0.909,4922,260.2909090909091,1555975,0.29,327,17549
SAMEA2466887,SR (megahit),SemiBin_35.fa,34.78,0.01,0.874,3605,271.8181818181818,922647,0.32,253,9558
SAMEA2466887,SR (megahit),SemiBin_352.fa,99.91,0.25,0.875,355403,303.8087110064744,1766136,0.45,9,601984
SAMEA2466887,SR (megahit),SemiBin_36.fa,90.1,4.43,0.908,14455,278.1008403361345,1199755,0.28,111,44476
SAMEA2466887,SR (megahit),SemiBin_367.fa,94.86,0.19,0.882,365113,306.4945054945055,1796633,0.4,7,663705
SAMEA2466887,SR (megahit),SemiBin_37.fa,85.26,2.15,0.882,8479,292.5029885057471,2160689,0.43,303,24113
SAMEA2466887,SR (megahit),SemiBin_38.fa,53.49,1.17,0.913,4388,280.1697459584296,1591256,0.42,382,13346
SAMEA2466887,SR (megahit),SemiBin_39.fa,19.13,0.69,0.862,5936,233.6350789692436,973813,0.33,174,35708
SAMEA2466887,SR (megahit),SemiBin_4.fa,93.03,1.27,0.924,23744,326.7818277865821,2004668,0.26,132,99913
SAMEA2466887,SR (megahit),SemiBin_40.fa,94.18,0.35,0.863,17579,311.71018735363,1847438,0.5,148,58447
SAMEA2466887,SR (megahit),SemiBin_41.fa,90.12,14.03,0.908,11828,266.0320052253429,1343351,0.3,145,47795
SAMEA2466887,SR (megahit),SemiBin_42.fa,99.71,0.02,0.9,167201,359.0306923625981,3347611,0.53,45,362242
SAMEA2466887,SR (megahit),SemiBin_43.fa,84.4,2.06,0.891,7890,296.3069466882068,1850023,0.52,266,34799
SAMEA2466887,SR (megahit),SemiBin_44.fa,12.78,0.55,0.854,4966,237.7495395948435,452370,0.39,100,16904
SAMEA2466887,SR (megahit),SemiBin_45.fa,34.91,0.18,0.903,3761,251.5023923444976,522872,0.25,138,8928
SAMEA2466887,SR (megahit),SemiBin_46.fa,80.67,0.41,0.89,35640,316.735153256705,2226055,0.42,99,87791
SAMEA2466887,SR (megahit),SemiBin_49.fa,68.88,1.55,0.908,145698,332.4023413431916,1780131,0.44,17,294419
SAMEA2466887,SR (megahit),SemiBin_5.fa,40.61,13.65,0.9,11302,347.988018134715,3576990,0.39,391,53989
SAMEA2466887,SR (megahit),SemiBin_50.fa,45.7,1.77,0.913,4078,272.4753787878788,942629,0.46,232,10761
SAMEA2466887,SR (megahit),SemiBin_51.fa,91.13,0.11,0.907,178706,330.0599334073252,1964711,0.38,16,600151
SAMEA2466887,SR (megahit),SemiBin_52.fa,77.31,0.07,0.825,9624,288.7921787709497,1875941,0.47,248,29856
SAMEA2466887,SR (megahit),SemiBin_53.fa,89.29,0.0,0.912,158353,336.4960824742268,2679752,0.42,31,383422
SAMEA2466887,SR (megahit),SemiBin_54.fa,6.44,0.01,0.817,6028,186.109375,304998,0.35,52,18684
SAMEA2466887,SR (megahit),SemiBin_55.fa,98.05,1.35,0.898,188070,315.1639957264957,1965327,0.29,25,632217
SAMEA2466887,SR (megahit),SemiBin_57.fa,69.61,37.38,0.916,11041,351.196014277216,3860121,0.44,445,29920
SAMEA2466887,SR (megahit),SemiBin_58.fa,39.64,0.67,0.917,3777,254.0011312217194,732529,0.35,192,18083
SAMEA2466887,SR (megahit),SemiBin_59.fa,35.4,0.34,0.904,3889,268.3313253012048,737793,0.42,192,9303
SAMEA2466887,SR (megahit),SemiBin_6.fa,93.26,0.07,0.885,35856,337.1015579919215,1977169,0.43,78,95658
SAMEA2466887,SR (megahit),SemiBin_60.fa,94.49,14.3,0.911,201929,292.0304798962387,1479366,0.28,21,358187
SAMEA2466887,SR (megahit),SemiBin_61.fa,64.49,1.21,0.894,59942,285.5169172932331,1016940,0.27,31,176804
SAMEA2466887,SR (megahit),SemiBin_62.fa,95.11,2.87,0.916,104678,307.3144904458599,1261351,0.27,19,274824
SAMEA2466887,SR (megahit),SemiBin_64.fa,92.55,2.26,0.865,12938,311.2539404553415,1846437,0.45,186,43356
SAMEA2466887,SR (megahit),SemiBin_65.fa,88.4,5.49,0.911,207414,401.5929795236106,6319673,0.43,48,438351
SAMEA2466887,SR (megahit),SemiBin_67.fa,95.7,0.67,0.912,71740,364.1188920825712,4580520,0.45,110,193154
SAMEA2466887,SR (megahit),SemiBin_68.fa,35.72,0.87,0.889,3554,243.8740740740741,553885,0.26,156,7963
SAMEA2466887,SR (megahit),SemiBin_7.fa,86.41,5.83,0.89,77155,313.3686567164179,2825083,0.42,60,304674
SAMEA2466887,SR (megahit),SemiBin_70.fa,78.08,6.76,0.897,21352,375.9141440501044,4812885,0.42,292,138860
SAMEA2466887,SR (megahit),SemiBin_71.fa,99.49,0.41,0.908,189502,374.3819784524976,3781903,0.48,37,456080
SAMEA2466887,SR (megahit),SemiBin_72.fa,97.7,0.17,0.894,119866,323.0588541666667,2078384,0.53,29,202155
SAMEA2466887,SR (megahit),SemiBin_73.fa,83.76,4.72,0.874,40391,271.1595358955765,2557134,0.43,89,149398
SAMEA2466887,SR (megahit),SemiBin_74.fa,99.96,27.8,0.899,179439,299.113569321534,3375109,0.38,37,711293
SAMEA2466887,SR (megahit),SemiBin_75.fa,98.6,17.94,0.908,272325,375.0661198110863,4979673,0.46,27,716847
SAMEA2466887,SR (megahit),SemiBin_76.fa,8.77,0.47,0.871,4580,237.4236220472441,517545,0.53,114,15332
SAMEA2466887,SR (megahit),SemiBin_77.fa,82.95,59.41,0.856,10105,280.8919683257919,5217747,0.28,640,74701
SAMEA2466887,SR (megahit),SemiBin_8.fa,82.3,14.31,0.908,33466,381.4393704278431,5675709,0.43,258,124818
SAMEA2466887,SR (megahit),SemiBin_80.fa,8.96,0.03,0.838,28609,260.3109756097561,609315,0.44,37,78601
SAMEA2466887,SR (megahit),SemiBin_81.fa,99.76,0.06,0.896,41895,367.4230003979308,3087173,0.43,115,117813
SAMEA2466887,SR (megahit),SemiBin_82.fa,87.57,0.16,0.879,63576,335.7247113163972,2477963,0.42,66,160096
SAMEA2466887,SR (megahit),SemiBin_83.fa,96.87,0.06,0.906,31069,328.5642135642136,1505709,0.48,70,69967
SAMEA2466887,SR (megahit),SemiBin_84.fa,7.95,0.35,0.857,8738,234.6615044247788,369625,0.46,51,36592
SAMEA2466887,SR (megahit),SemiBin_88.fa,81.1,0.03,0.879,142040,330.8632098765432,2283161,0.34,39,251149
SAMEA2466887,SR (megahit),SemiBin_90.fa,8.77,0.08,0.885,4470,238.2852760736196,262463,0.48,57,21314
SAMEA2466887,SR (megahit),SemiBin_91.fa,91.21,1.01,0.874,17682,322.8632441760138,2566561,0.36,193,85438
SAMEA2466887,SR (megahit),SemiBin_97.fa,91.3,0.0,0.897,113243,362.7641862045532,3565342,0.42,48,275273
SAMEA2466887,SR (megahit),SemiBin_99.fa,98.07,0.0,0.89,41114,306.277501381979,1865816,0.53,76,93373
SAMEA2466913,Hybrid (hybridspades),SemiBin_0.fa,97.81,0.2,0.9,1773887,332.0149439601494,1773887,0.28,1,1773887
SAMEA2466913,Hybrid (hybridspades),SemiBin_1.fa,84.81,0.0,0.9,1719775,325.5365239294711,1719775,0.45,1,1719775
SAMEA2466913,Hybrid (hybridspades),SemiBin_10.fa,51.74,4.34,0.901,988821,329.2889584964761,1397758,0.36,9,988821
SAMEA2466913,Hybrid (hybridspades),SemiBin_100.fa,85.07,3.34,0.885,29715,290.2876712328767,2508816,0.42,122,115743
SAMEA2466913,Hybrid (hybridspades),SemiBin_101.fa,56.48,5.14,0.85,13447,225.108462455304,1988120,0.47,208,115172
SAMEA2466913,Hybrid (hybridspades),SemiBin_103.fa,78.54,0.58,0.862,43355,329.229216152019,2887645,0.43,93,112267
SAMEA2466913,Hybrid (hybridspades),SemiBin_105.fa,12.53,0.04,0.856,29801,255.7776073619632,581669,0.39,24,101282
SAMEA2466913,Hybrid (hybridspades),SemiBin_106.fa,13.54,0.01,0.857,63445,299.4973404255319,393454,0.41,8,100324
SAMEA2466913,Hybrid (hybridspades),SemiBin_108.fa,78.16,2.07,0.895,26870,342.4287206266318,2195818,0.6,121,92309
SAMEA2466913,Hybrid (hybridspades),SemiBin_11.fa,56.17,2.22,0.879,959315,328.3955007256894,1541751,0.41,10,959315
SAMEA2466913,Hybrid (hybridspades),SemiBin_110.fa,21.37,0.17,0.894,78919,263.3933209647495,474291,0.35,8,90952
SAMEA2466913,Hybrid (hybridspades),SemiBin_112.fa,79.74,32.11,0.857,8815,252.8526018365905,3746664,0.59,489,88886
SAMEA2466913,Hybrid (hybridspades),SemiBin_114.fa,6.48,0.0,0.868,35346,304.0798479087453,275423,0.4,8,88351
SAMEA2466913,Hybrid (hybridspades),SemiBin_115.fa,5.78,0.0,0.838,39329,350.4658385093168,201731,0.56,5,85705
SAMEA2466913,Hybrid (hybridspades),SemiBin_117.fa,16.48,0.66,0.832,79989,337.4932975871314,453011,0.37,7,81448
SAMEA2466913,Hybrid (hybridspades),SemiBin_118.fa,84.78,1.69,0.87,20063,263.8515406162465,2265284,0.53,165,80084
SAMEA2466913,Hybrid (hybridspades),SemiBin_119.fa,8.5,0.0,0.854,78783,328.1606425702811,286737,0.54,4,79322
SAMEA2466913,Hybrid (hybridspades),SemiBin_12.fa,66.45,0.14,0.876,932650,301.9338006230529,1325199,0.62,3,932650
SAMEA2466913,Hybrid (hybridspades),SemiBin_120.fa,10.19,0.05,0.868,57746,307.6363636363636,349809,0.47,8,76002
SAMEA2466913,Hybrid (hybridspades),SemiBin_122.fa,8.02,0.13,0.887,62607,283.5404411764706,260076,0.37,7,74563
SAMEA2466913,Hybrid (hybridspades),SemiBin_123.fa,18.17,0.3,0.863,29077,290.756993006993,576274,0.5,30,73687
SAMEA2466913,Hybrid (hybridspades),SemiBin_124.fa,49.52,2.7,0.854,13452,232.3073355817876,1924693,0.57,214,70775
SAMEA2466913,Hybrid (hybridspades),SemiBin_125.fa,69.62,7.14,0.849,18420,244.9465741020224,2856759,0.43,250,70457
SAMEA2466913,Hybrid (hybridspades),SemiBin_128.fa,38.22,8.37,0.595,11400,128.442879914984,2425005,0.29,277,69760
SAMEA2466913,Hybrid (hybridspades),SemiBin_13.fa,94.59,21.81,0.859,368890,305.5236572890026,3334207,0.57,39,916653
SAMEA2466913,Hybrid (hybridspades),SemiBin_130.fa,11.66,0.08,0.853,53741,313.1725,440119,0.42,12,68737
SAMEA2466913,Hybrid (hybridspades),SemiBin_132.fa,8.16,0.0,0.854,48756,257.8288043478261,332381,0.43,8,66604
SAMEA2466913,Hybrid (hybridspades),SemiBin_137.fa,33.44,0.48,0.778,12882,176.5370086778969,1321160,0.43,123,61567
SAMEA2466913,Hybrid (hybridspades),SemiBin_14.fa,44.62,0.1,0.9,855697,306.953460620525,855697,0.46,1,855697
SAMEA2466913,Hybrid (hybridspades),SemiBin_140.fa,41.15,1.11,0.818,20737,214.6265129682997,1356179,0.53,107,58998
SAMEA2466913,Hybrid (hybridspades),SemiBin_142.fa,10.11,0.02,0.78,10065,181.6358024691358,558829,0.5,66,57081
SAMEA2466913,Hybrid (hybridspades),SemiBin_145.fa,18.82,2.33,0.542,10985,110.7801184990125,924365,0.28,101,54761
SAMEA2466913,Hybrid (hybridspades),SemiBin_146.fa,58.28,0.8,0.84,19963,222.9199561403509,1443204,0.58,114,54606
SAMEA2466913,Hybrid (hybridspades),SemiBin_147.fa,43.27,3.29,0.829,12309,248.8190988567586,1333168,0.59,133,53811
SAMEA2466913,Hybrid (hybridspades),SemiBin_149.fa,6.06,0.01,0.822,22348,272.4890829694324,226962,0.39,14,51623
SAMEA2466913,Hybrid (hybridspades),SemiBin_15.fa,24.01,0.2,0.906,852843,357.9170638703527,1241991,0.45,5,852843
SAMEA2466913,Hybrid (hybridspades),SemiBin_150.fa,36.4,1.56,0.678,11173,146.8951933501988,1784974,0.38,202,51308
SAMEA2466913,Hybrid (hybridspades),SemiBin_151.fa,54.05,0.71,0.891,14570,328.4264053254438,2980386,0.44,245,51123
